firefox_version,cve_id,advisory,title,reporter,impact,description,bug_id
66,['CVE-2019-9807'],2019-07,Text sent through FTP connection can be incorporated into alert messages,Hanno Böck,low,When arbitrary text is sent over an FTP connection and a page reload is initiated it is possible to create a modal alert message with this text as the content. This could potentially be used for social engineering attacks.,[1362050]
66,['CVE-2019-9804'],2019-07,Code execution through 'Copy as cURL' in Firefox Developer Tools on macOS,potatoe,moderate,In Firefox Developer Tools it is possible that pasting the result of the 'Copy as cURL'  command into a command shell on macOS will cause the execution of unintended additional bash script commands if the URL was maliciously crafted. This is the result of an issue with the native version of Bash on macOS.  Note: This issue only affects macOS. Other operating systems are unaffected.,[1518026]
66,['CVE-2019-9805'],2019-07,Potential use of uninitialized memory in Prio,mlfbrown,moderate,A latent vulnerability exists in the Prio library where data may be read from uninitialized memory for some functions leading to potential memory corruption.,[1521360]
66,['CVE-2019-9806'],2019-07,Denial of service through successive FTP authorization prompts,"Hanno Böck, Anca Soncutean",low,A vulnerability exists during authorization prompting for FTP transaction where successive modal prompts are displayed and cannot be immediately dismissed. This allows for a denial of service (DOS) attack.,[1525267]
66,['CVE-2019-9802'],2019-07,Chrome process information leak,Stephen Fewer,moderate,If a Sandbox content process is compromised it can initiate an FTP download which will then use a child process to render the downloaded data. The downloaded data can then be passed to the Chrome process with an arbitrary file length supplied by an attacker bypassing sandbox protections and allow for a potential memory read of adjacent data from the privileged Chrome process which may include sensitive data.,[1415508]
66,['CVE-2019-9809'],2019-07,Denial of service through FTP modal alert error messages,"schattendeatroth, Hanno Böck",low,If the source for resources on a page is through an FTP connection it is possible to trigger a series of modal alert messages for these resources through invalid credentials or locations. These messages cannot be immediately dismissed allowing for a denial of service (DOS) attack.,"[1282430, 1523249]"
66,['CVE-2019-9808'],2019-07,WebRTC permissions can display incorrect origin with data and blob URLs,Jun Kokatsu,low,"If WebRTC permission is requested from documents with data: or blob: URLs the permission notifications do not properly display the originating domain. The notification states ""Unknown origin"" as the requestee leading to user confusion about which site is asking for this permission.",[1434634]
66,['CVE-2019-9789'],2019-07,Memory safety bugs fixed in Firefox 66,Mozilla developers and community,critical,Mozilla developers and community members Dragana Damjanovic Emilio Cobos Álvarez Henri Sivonen Narcis Beleuzu Julian Seward Marcia Knous Gary Kwong Tyson Smith Yaron Tausky Ronald Crane and André Bargull reported memory safety bugs present in Firefox 65. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.,"[1520483, 1522987, 1528199, 1519337, 1525549, 1516179, 1518524, 1518331, 1526579, 1512567, 1524335, 1448505, 1518821]"
66,['CVE-2019-9788'],2019-07,Memory safety bugs fixed in Firefox 66 and Firefox ESR 60.6,Mozilla developers and community,critical,Mozilla developers and community members Bob Clary Chun-Min Chang Aral Yaman Andreea Pavel Jonathan Kew Gary Kwong Alex Gaynor Masayuki Nakano and Anne van Kesteren reported memory safety bugs present in Firefox 65 and Firefox ESR 60.5. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.,"[1518001, 1521304, 1521214, 1506665, 1516834, 1518774, 1524755, 1523362, 1524214, 1529203]"
66,['CVE-2019-9803'],2019-07,Upgrade-Insecure-Requests incorrectly enforced for same-origin navigation,"Xiaoyin Liu, Vinothkumar Nagasayanan",moderate,The Upgrade-Insecure-Requests (UIR) specification states that if UIR is enabled through Content Security Policy (CSP) navigation to a same-origin URL must be upgraded to HTTPS. Firefox will incorrectly navigate to an HTTP URL rather than perform the security upgrade requested by the CSP in some circumstances allowing for potential man-in-the-middle attacks on the linked resources.,"[1515863, 1437009]"
66,['CVE-2019-9797'],2019-07,Cross-origin theft of images with createImageBitmap,AaylaSecura1138,high,Cross-origin images can be read in violation of the same-origin policy by exporting an image after using createImageBitmap to read the image and then rendering the resulting bitmap image within a canvas element.,[1528909]
66,['CVE-2019-9801'],2019-07,Windows programs that are not 'URL Handlers' are exposed to web content,Daniel Veditz,moderate,"Firefox will accept any registered Program ID as an external protocol handler and offer to launch this local application when given a matching URL on Windows operating systems. This should only happen if the program has specifically registered itself as a ""URL Handler"" in the Windows registry.  Note: This issue only affects Windows operating systems. Other operating systems are unaffected.",[1527717]
66,['CVE-2019-9798'],2019-07,Library is loaded from world writable APITRACE_LIB location,Jeff Gilbert,high,On Android systems Firefox can load a library from APITRACE_LIB which is writable by all users and applications. This could allow malicious third party applications to execute a man-in-the-middle attack if a malicious code was written to that location and loaded.  Note: This issue only affects Android. Other operating systems are unaffected.,[1527534]
66,['CVE-2019-9796'],2019-07,Use-after-free with SMIL animation controller,Nils,high,A use-after-free vulnerability can occur when the SMIL animation controller incorrectly registers with the refresh driver twice when only a single registration is expected. When a registration is later freed with the removal of the animation controller element the refresh driver incorrectly leaves a dangling pointer to the driver's observer array.,[1531277]
66,['CVE-2019-9795'],2019-07,Type-confusion in IonMonkey JIT compiler,Nils,high,A vulnerability where type-confusion in the IonMonkey just-in-time (JIT) compiler could potentially be used by malicious JavaScript to trigger a potentially exploitable crash.,[1514682]
66,['CVE-2019-9794'],2019-07,Command line arguments not discarded during execution,Joshua Graham,high,A vulnerability was discovered where specific command line arguments are not properly discarded during Firefox invocation as a shell handler for URLs. This could be used to retrieve and execute files whose location is supplied through these command line arguments if Firefox is configured as the default URI handler for a given URI scheme in third party applications and these applications insufficiently sanitize URL data.  Note: This issue only affects Windows operating systems. Other operating systems are unaffected.,[1530103]
66,['CVE-2019-9793'],2019-07,Improper bounds checks when Spectre mitigations are disabled,Bruno Keith & Niklas Baumstark from the phoenhex team,high,A mechanism was discovered that removes some bounds checking for string array or typed array accesses if Spectre mitigations have been disabled. This vulnerability could allow an attacker to create an arbitrary value in compiled JavaScript for which the range analysis will infer a fully controlled incorrect range in circumstances where users have explicitly disabled Spectre mitigations.  Note: Spectre mitigations are currently enabled for all users by default settings.,[1528829]
66,['CVE-2019-9792'],2019-07,IonMonkey leaks JS_OPTIMIZED_OUT magic value to script,Samuel Groß of Google Project Zero,critical,The IonMonkey just-in-time (JIT) compiler can leak an internal JS_OPTIMIZED_OUT magic value to the running script during a bailout. This magic value can then be used by JavaScript to achieve memory corruption which results in a potentially exploitable crash.,[1532599]
66,['CVE-2019-9791'],2019-07,Type inference is incorrect for constructors entered through on-stack replacement with IonMonkey,Samuel Groß of Google Project Zero,critical,The type inference system allows the compilation of functions that can cause type confusions between arbitrary objects when compiled through the IonMonkey just-in-time (JIT) compiler and when the constructor function is entered through on-stack replacement (OSR). This allows for possible arbitrary reading and writing of objects during an exploitable crash.,[1530958]
66,['CVE-2019-9790'],2019-07,Use-after-free when removing in-use DOM elements,Brandon Wieser,critical,A use-after-free vulnerability can occur when a raw pointer to a DOM element on a page is obtained using JavaScript and the element is then removed while still in use. This results in a potentially exploitable crash.,[1525145]
66,['CVE-2019-9799'],2019-07,Information disclosure via IPC channel messages,Paul Theriault,high,Insufficient bounds checking of data during inter-process communication might allow a compromised content process to be able to read memory from the parent process under certain conditions.,[1505678]
65.0.1,['CVE-2018-18356'],2019-04,Use-after-free in Skia,Tran Tien Hung of Viettel Cyber Security,high,A use-after-free vulnerability in the Skia library can occur when creating a path leading to a potentially exploitable crash.,[1525817]
65.0.1,['CVE-2019-5785'],2019-04,Integer overflow in Skia,Ivan Fratric of Google Project Zero,high,An integer overflow vulnerability in the Skia library can occur after specific transform operations leading to a potentially exploitable crash.,[1525433]
65.0.1,['CVE-2018-18511'],2019-04,Cross-origin theft of images with ImageBitmapRenderingContext,AaylaSecura1138,high,Cross-origin images can be read from a canvas element in violation of the same-origin policy using the transferFromImageBitmap method.  Note: This only affects Firefox 65. Previous versions are unaffected.,[1526218]
65,['CVE-2018-18503'],2019-01,Memory corruption with Audio Buffer,Nils,moderate,When JavaScript is used to create and manipulate an audio buffer a potentially exploitable crash may occur because of a compartment mismatch in some situations.,[1509442]
65,['CVE-2018-18502'],2019-01,Memory safety bugs fixed in Firefox 65,Mozilla developers and community,critical,Mozilla developers and community members Arthur Iakab Christoph Diehl Christian Holler Kalel Emilio Cobos Álvarez Cristina Coroiu Noemi Erli Natalia Csoregi Julian Seward Gary Kwong Tyson Smith Yaron Tausky and Ronald Crane reported memory safety bugs present in Firefox 64. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.,"[1499426, 1480090, 1472990, 1514762, 1501482, 1505887, 1508102, 1508618, 1511580, 1493497, 1510145, 1516289, 1506798, 1512758]"
65,['CVE-2018-18506'],2019-01,Proxy Auto-Configuration file can define localhost access to be proxied,Jann Horn,moderate,When proxy auto-detection is enabled if a web server serves a Proxy Auto-Configuration (PAC) file or if a PAC file is loaded locally this PAC file can specify that requests to the localhost are to be sent through the proxy to another server. This behavior is disallowed by default when a proxy is manually configured but when enabled could allow for attacks on services and tools that bind to the localhost for networked behavior if they are accessed through browsing.,[1503393]
65,['CVE-2018-18501'],2019-01,Memory safety bugs fixed in Firefox 65 and Firefox ESR 60.5,Mozilla developers and community,critical,Mozilla developers and community members Alex Gaynor Christoph Diehl Steven Crane Jason Kratzer Gary Kwong and Christian Holler reported memory safety bugs present in Firefox 64 and Firefox ESR 60.4. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.,"[1512450, 1517542, 1513201, 1460619, 1502871, 1516738, 1516514]"
65,['CVE-2018-18505'],2019-01,Privilege escalation through IPC channel messages,Jed Davis,high,An earlier fix for an Inter-process Communication (IPC) vulnerability CVE-2011-3079 added authentication to communication between IPC endpoints and server parents during IPC process creation. This authentication is insufficient for channels created after the IPC process is started leading to the authentication not being correctly applied to later channels. This could allow for a sandbox escape through IPC channels due to lack of message validation in the listener process.,"[1497749, 1087565]"
65,['CVE-2018-18500'],2019-01,Use-after-free parsing HTML5 stream,Yaniv Frank with SophosLabs,critical,A use-after-free vulnerability can occur while parsing an HTML5 stream in concert with custom HTML elements. This results in the stream parser object being freed while still in use leading to a potentially exploitable crash.,[1510114]
65,['CVE-2018-18504'],2019-01,Memory corruption and out-of-bounds read of texture client buffer,Markus Vervier of X41 D-SEC GmbH,high,A crash and out-of-bounds read can occur when the buffer of a texture client is freed while it is still in use during graphic operations. This results in a potentially exploitable crash and the possibility of reading from the memory of the freed buffers.,[1496413]
64,['CVE-2018-18496'],2018-29,Embedded feed preview page can be abused for clickjacking,Abdulrahman Alqabandi,moderate,When the RSS Feed preview about:feeds page is framed within another page it can be used in concert with scripted content for a clickjacking attack that confuses users into downloading and executing an executable file from a temporary directory. Note: This issue only affects Windows operating systems. Other operating systems are not affected.,[1422231]
64,['CVE-2018-12405'],2018-29,Memory safety bugs fixed in Firefox 64 and Firefox ESR 60.4,Mozilla developers and community,critical,Mozilla developers and community members Christian Holler Diego Calleja Andrew McCreight Jon Coppeard Jed Davis Natalia Csoregi Nicolas B. Pierron and Tyson Smith reported memory safety bugs present in Firefox 63 and Firefox ESR 60.3. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.,"[1494752, 1498765, 1503326, 1505181, 1500759, 1504365, 1506640, 1503082, 1502013, 1510471]"
64,['CVE-2018-12406'],2018-29,Memory safety bugs fixed in Firefox 64,Mozilla developers and community,critical,Mozilla developers and community members Alex Gaynor André Bargull Boris Zbarsky Christian Holler Jan de Mooij Jason Kratzer Philipp Ronald Crane Natalia Csoregi and Paul Theriault reported memory safety bugs present in Firefox 63. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.,"[1456947, 1475669, 1504816, 1502886, 1500064, 1500310, 1500696, 1499198, 1434490, 1481745, 1458129]"
64,['CVE-2018-18510'],2018-29,Web content can link to internal about:crashcontent and about:crashparent pages,Hanno Böck,low,The about:crashcontent and about:crashparent pages can be triggered by web content. These pages are used to crash the loaded page or the browser for test purposes. This issue allows for a non-persistent denial of service (DOS) attack by a malicious site which links to these pages.,[1507702]
64,['CVE-2018-18497'],2018-29,WebExtensions can load arbitrary URLs through pipe separators,Rob Wu,moderate,Limitations on the URIs allowed to WebExtensions by the browser.windows.create API can be bypassed when a pipe in the URL field is used within the extension to load multiple pages as a single argument. This could allow a malicious WebExtension to opened privileged about: or file: locations.,[1488180]
64,['CVE-2018-18498'],2018-29,Integer overflow when calculating buffer sizes for images,R at Zero Day LLC,low,A potential vulnerability leading to an integer overflow can occur during buffer size calculations for images when a raw value is used instead of the checked value. This can lead to an out-of-bounds write.,[1500011]
64,['CVE-2018-18495'],2018-29,WebExtension content scripts can be loaded in about pages,Kestrel,moderate,WebExtension content scripts can be loaded into about: pages in some circumstances in violation of the permissions granted to extensions. This could allow an extension to interfere with the loading and usage of these pages and use capabilities that were intended to be restricted from extensions.,[1427585]
64,['CVE-2018-18494'],2018-29,Same-origin policy violation using location attribute and performance.getEntries to steal cross-origin URLs,James Lee of Kryptos Logic,high,A same-origin policy violation allowing the theft of cross-origin URL entries when using the Javascript location property to cause a redirection to another site using performance.getEntries(). This is a same-origin policy violation and could allow for data theft.,[1487964]
64,['CVE-2018-18493'],2018-29,Buffer overflow in accelerated 2D canvas with Skia,Atte Kettunen,high,A buffer overflow can occur in the Skia library during buffer offset calculations with hardware accelerated canvas 2D actions due to the use of 32-bit calculations instead of 64-bit. This results in a potentially exploitable crash.,[1504452]
64,['CVE-2018-18492'],2018-29,Use-after-free with select element,Nils,high,A use-after-free vulnerability can occur after deleting a selection element due to a weak reference to the select element in the options collection. This results in a potentially exploitable crash.,[1499861]
64,['CVE-2018-17466'],2018-29,Buffer overflow and out-of-bounds read in ANGLE library with TextureStorage11,Omair,high,A buffer overflow and out-of-bounds read can occur in TextureStorage11 within the ANGLE graphics library used for WebGL content. This results in a potentially exploitable crash.,[1488295]
64,['CVE-2018-12407'],2018-29,Buffer overflow with ANGLE library when using VertexBuffer11 module,Omair working with iDefense Labs,high,A buffer overflow occurs when drawing and validating elements with the ANGLE graphics library used for WebGL content when working with the VertexBuffer11 module. This results in a potentially exploitable crash.,[1505973]
63,['CVE-2018-12402'],2018-26,WebBrowserPersist uses incorrect origin information,"Björn Ruytenberg, 1lastBr3ath",moderate,"The internal WebBrowserPersist code does not use correct origin context for a resource being saved. This manifests when sub-resources are loaded as part of ""Save Page As..."" functionality. For example a malicious page could recover a visitor's Windows username and NTLM hash by including resources otherwise unreachable to the malicious page if they can convince the visitor to save the complete web page. Similarly SameSite cookies are sent on cross-origin requests when the ""Save Page As..."" menu item is selected to save a page which can result in saving the wrong version of resources based on those cookies.","[1447087, 1469916]"
63,['CVE-2018-12390'],2018-26,Memory safety bugs fixed in Firefox 63 and Firefox ESR 60.3,Mozilla developers and community,critical,Mozilla developers and community members Christian Holler Bob Owen Boris Zbarsky Calixte Denizet Jason Kratzer Jed Davis Taegeon Lee Philipp Ronald Crane Raul Gurzau Gary Kwong Tyson Smith Raymond Forbes and Bogdan Tara reported memory safety bugs present in Firefox 62 and Firefox ESR 60.2. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.,"[1487098, 1487660, 1490234, 1496159, 1443748, 1496340, 1483905, 1493347, 1488803, 1498701, 1498482, 1442010, 1495245, 1483699, 1469486, 1484905, 1490561, 1492524, 1481844]"
63,['CVE-2018-12388'],2018-26,Memory safety bugs fixed in Firefox 63,Mozilla developers and community,critical,Mozilla developers and community members Christian Holler Dana Keeler Ronald Crane Marcia Knous Tyson Smith Daniel Veditz and Steve Fink reported memory safety bugs present in Firefox 62. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.,"[1472639, 1485698, 1301547, 1471427, 1379411, 1482122, 1486314, 1487167]"
63,['CVE-2018-12403'],2018-26,Mixed content warning is not displayed when HTTPS page loads a favicon over HTTP,Yiğit Can Yilmaz,low,If a site is loaded over a HTTPS connection but loads a favicon resource over HTTP the mixed content warning is not displayed to users.,[1484753]
63,['CVE-2018-12401'],2018-26,DOS attack through special resource URI parsing,Abdulrahman Alqabandi,low,Some special resource URIs will cause a non-exploitable crash if loaded with optional parameters following a '?' in the parsed string. This could lead to denial of service (DOS) attacks.,[1422456]
63,['CVE-2018-12400'],2018-26,Favicons are cached in private browsing mode on Firefox for Android,Konark Modi,low,In private browsing mode on Firefox for Android favicons are cached in the cache/icons folder as they are in non-private mode. This allows information leakage of sites visited during private browsing sessions. Note: this issue only affects Firefox for Android. Desktop versions of Firefox are unaffected.,[1448305]
63,['CVE-2018-12399'],2018-26,Spoofing of protocol registration notification bar,Mathias Wu,low,When a new protocol handler is registered the API accepts a title argument which can be used to mislead users about which domain is registering the new protocol. This may result in the user approving a protocol handler that they otherwise would not have.,[1490276]
63,['CVE-2018-12397'],2018-26,Missing warning prompt when WebExtension requests local file access,Rob Wu,moderate,"A WebExtension can request access to local files without the warning prompt stating that the extension will ""Access your data for all websites"" being displayed to the user. This allows extensions to run content scripts in local pages without permission warnings when a local file is opened.",[1487478]
63,['CVE-2018-12398'],2018-26,CSP bypass through stylesheet injection in resource URIs,cgvwzq,moderate,By using the reflected URL in some special resource URIs such as chrome: it is possible to inject stylesheets and bypass Content Security Policy (CSP).,"[1460538, 1488061]"
63,['CVE-2018-12396'],2018-26,WebExtension content scripts can execute in disallowed contexts,Rob Wu,moderate,A vulnerability where a WebExtension can run content scripts in disallowed contexts following navigation or other events. This allows for potential privilege escalation by the WebExtension on sites where content scripts should not be run.,[1483602]
63,['CVE-2018-12395'],2018-26,WebExtension bypass of domain restrictions through header rewriting,"Rob Wu, Andrew Swan",moderate,By rewriting the Host request headers using the webRequest API a WebExtension can bypass domain restrictions through domain fronting. This would allow access to domains that share a host that are otherwise restricted.,[1467523]
63,['CVE-2018-12393'],2018-26,Integer overflow during Unicode conversion while loading JavaScript,R at Zero Day LLC,high,A potential vulnerability was found in 32-bit builds where an integer overflow during the conversion of scripts to an internal UTF-16 representation could result in allocating a buffer too small for the conversion. This leads to a possible out-of-bounds write. Note: 64-bit builds are not vulnerable to this issue.,[1495011]
63,['CVE-2018-12392'],2018-26,Crash with nested event loops,Nils,high,When manipulating user events in nested loops while opening a document through script it is possible to trigger a potentially exploitable crash due to poor event handling.,[1492823]
63,['CVE-2018-12391'],2018-26,HTTP Live Stream audio data is accessible cross-origin,Jun Kokatsu,high,During HTTP Live Stream playback on Firefox for Android audio data can be accessed across origins in violation of security policies. Because the problem is in the underlying Android service this issue is addressed by treating all HLS streams as cross-origin and opaque to access. Note: this issue only affects Firefox for Android. Desktop versions of Firefox are unaffected.,[1478843]
62.0.3,['CVE-2018-12386'],2018-24,Type confusion in JavaScript,"Niklas Baumstark, Samuel Groß, Bruno Keith via Beyond Security’s SecuriTeam Secure Disclosure program",critical,A vulnerability in register allocation in JavaScript can lead to type confusion allowing for an arbitrary read and write. This leads to remote code execution inside the sandboxed content process when triggered.,[1493900]
62.0.3,['CVE-2018-12387:'],2018-24,,"Bruno Keith, Niklas Baumstark via Beyond Security’s SecuriTeam Secure Disclosure program",critical,A vulnerability where the JavaScript JIT compiler inlines Array.prototype.push with multiple arguments that results in the stack pointer being off by 8 bytes after a bailout. This leaks a memory address to the calling function which can be used as part of an exploit inside the sandboxed content process.,[1493903]
62.0.2,['CVE-2018-12385'],2018-22,Crash in TransportSecurityInfo due to cached data,Philipp,moderate,A potentially exploitable crash in TransportSecurityInfo used for SSL can be triggered by data stored in the local cache in the user profile directory. This issue is only exploitable in combination with another vulnerability allowing an attacker to write data into the local cache or from locally installed malware. This issue also triggers a non-exploitable startup crash for users switching between the Nightly and Release versions of Firefox if the same profile is used.,[1490585]
62,['CVE-2018-12382'],2018-20,Addressbar spoofing with javascript URI on Firefox for Android,Jordi Chancel,low,The displayed addressbar URL can be spoofed on Firefox for Android using a javascript: URI in concert with JavaScript to insert text before the loaded domain name scrolling the loaded domain out of view to the right. This can lead to user confusion. This vulnerability only affects Firefox for Android.,[1479311]
62,['CVE-2018-12376'],2018-20,Memory safety bugs fixed in Firefox 62 and Firefox ESR 60.2,Mozilla developers and community,critical,Mozilla developers and community members Alex Gaynor Boris Zbarsky Christoph Diehl Christian Holler Jason Kratzer Jed Davis Tyson Smith Bogdan Tara Karl Tomlinson Mats Palmgren Nika Layzell Ted Campbell and Andrei Cristian Petcu reported memory safety bugs present in Firefox 61 and Firefox ESR 60.1. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.,"[1469309, 1469914, 1450989, 1480092, 1480517, 1481093, 1478575, 1471953, 1473161, 1466991, 1468738, 1483120, 1467363, 1472925, 1466577, 1467889, 1480521, 1478849]"
62,['CVE-2018-12375'],2018-20,Memory safety bugs fixed in Firefox 62,Mozilla developers and community,high,Mozilla developers and community members Christian Holler Looben Yang Jesse Ruderman Sebastian Hengst Nicolas Grunbaum and Gary Kwong reported memory safety bugs present in Firefox 61. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.,"[1478849, 1433502, 1480965, 894215, 1462693, 1475431, 1461027]"
62,['CVE-2018-12383'],2018-20,Setting a master password post-Firefox 58 does not delete unencrypted previously stored passwords,Jurgen Gaeremyn,low,If a user saved passwords before Firefox 58 and then later set a master password an unencrypted copy of these passwords is still accessible. This is because the older stored password file was not deleted when the data was copied to a new format starting in Firefox 58. The new master password is added only on the new file. This could allow the exposure of stored password data outside of user expectations.,[1475775]
62,['CVE-2018-12381'],2018-20,Dragging and dropping Outlook email message results in page navigation,Jana Squires,low,Manually dragging and dropping an Outlook email message into the browser will trigger a page navigation when the message's mail columns are incorrectly interpreted as a URL. Note: this issue only affects Windows operating systems with Outlook installed. Other operating systems are not affected.,[1435319]
62,['CVE-2017-16541'],2018-20,Proxy bypass using automount and autofs,Filippo Cavallarin,moderate,Browser proxy settings can be bypassed by using the automount feature with autofs to create a mount point on the local file system. Content can be loaded from this mounted file system directly using a file: URI bypassing configured proxy settings. Note: this issue only affects OS X in default configurations. On Linux systems autofs must be installed for the vulnerability to occur and Windows is not affected.,[1412081]
62,['CVE-2018-12379'],2018-20,Out-of-bounds write with malicious MAR file,Holger Fuhrmannek,moderate,When the Mozilla Updater opens a MAR format file which contains a very long item filename an out-of-bounds write can be triggered leading to a potentially exploitable crash. This requires running the Mozilla Updater manually on the local system with the malicious MAR file in order to occur.,[1473113]
62,['CVE-2018-18499'],2018-20,Same-origin policy violation using meta refresh and performance.getEntries to steal cross-origin URLs,James Lee (@Windowsrcer) of Kryptos Logic,high,"A same-origin policy violation allowing the theft of cross-origin URL entries when using a <meta> meta http-equiv=""refresh"" on a page to cause a redirection to another site using performance.getEntries(). This is a same-origin policy violation and could allow for data theft.",[1468523]
62,['CVE-2018-12378'],2018-20,Use-after-free in IndexedDB,Zhanjia Song,high,A use-after-free vulnerability can occur when an IndexedDB index is deleted while still in use by JavaScript code that is providing payload values to be stored. This results in a potentially exploitable crash.,[1459383]
62,['CVE-2018-12377'],2018-20,Use-after-free in refresh driver timers,Nils,high,A use-after-free vulnerability can occur when refresh driver timers are refreshed in some circumstances during shutdown when the timer is deleted while still in use. This results in a potentially exploitable crash.,[1470260]
61,['CVE-2018-12371'],2018-15,Integer overflow in Skia library during edge builder allocation,anonymous,moderate,An integer overflow vulnerability in the Skia library when allocating memory for edge builders on some systems with at least 16 GB of RAM. This results in the use of uninitialized memory resulting in a potentially exploitable crash.,[1465686]
61,['CVE-2018-5188'],2018-15,Memory safety bugs fixed in Firefox 61 Firefox ESR 60.1 and Firefox ESR 52.9,Mozilla developers and community,critical,Mozilla developers and community members Alex Gaynor Christoph Diehl Christian Holler Jason Kratzer David Major Jon Coppeard Nicolas B. Pierron Jason Kratzer Marcia Knous and Ronald Crane reported memory safety bugs present in Firefox 60 Firefox ESR 60 and Firefox ESR 52.8. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.,"[1456189, 1456975, 1465898, 1392739, 1451297, 1464063, 1437842, 1442722, 1452576, 1450688, 1458264, 1458270, 1465108, 1464829, 1464079, 1463494, 1458048]"
61,['CVE-2018-5187'],2018-15,Memory safety bugs fixed in Firefox 61 and Firefox ESR 60.1,Mozilla developers and community,critical,Mozilla developers and community members Christian Holler Sebastian Hengst Nils Ohlmeier Jon Coppeard Randell Jesup Ted Campbell Gary Kwong and Jean-Yves Avenard reported memory safety bugs present in Firefox 60 and Firefox ESR 60. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.,"[1461324, 1414829, 1395246, 1467938, 1461619, 1425930, 1438556, 1454285, 1459568, 1463884]"
61,['CVE-2018-5186'],2018-15,Memory safety bugs fixed in Firefox 61,Mozilla developers and community,critical,Mozilla developers and community members Christian Holler Jason Kratzer Jon Coppeard Randell Jesup Ronald Crane and Boris Zbarsky reported memory safety bugs present in Firefox 60. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.,"[1464872, 1463329, 1419373, 1412882, 1413033, 1444673, 1454448, 1453505, 1438671]"
61,['CVE-2018-12370'],2018-15,SameSite cookie protections bypassed when exiting Reader View,Jun Kokatsu,low,In Reader View SameSite cookie protections are not checked on exiting. This allows for a payload to be triggered when Reader View is exited if loaded by a malicious site while Reader mode is active bypassing CSRF protections.,[1456652]
61,['CVE-2018-12369'],2018-15,WebExtension security permission checks bypassed by embedded experiments,Jonathan Kingston,moderate,WebExtensions bundled with embedded experiments were not correctly checked for proper authorization. This allowed a malicious WebExtension to gain full browser permissions.,[1454909]
61,['CVE-2018-12368'],2018-15,No warning when opening executable SettingContent-ms files,Abdulrahman Alqabandi,moderate,"Windows 10 does not warn users before opening executable files with the SettingContent-ms extension even when they have been downloaded from the internet and have the ""Mark of the Web."" Without the warning unsuspecting users unfamiliar with this new file type might run an unwanted executable. This also allows a WebExtension with the limited downloads.open permission to execute arbitrary code without user interaction on Windows 10 systems Note: this issue only affects Windows operating systems. Other operating systems are unaffected.",[1468217]
61,['CVE-2018-12367'],2018-15,Timing attack mitigation of PerformanceNavigationTiming,Andrea Marchesini,moderate,In the previous mitigations for Spectre the resolution or precision of various methods was reduced to counteract the ability to measure precise time intervals. In that work PerformanceNavigationTiming was not adjusted but it was found that it could be used as a precision timer.,[1462891]
61,['CVE-2018-12366'],2018-15,Invalid data handling during QCMS transformations,OSS-Fuzz,moderate,An invalid grid size during QCMS (color profile) transformations can result in the out-of-bounds read interpreted as a float value. This could leak private data into the output.,[1464039]
61,['CVE-2018-12363'],2018-15,Use-after-free when appending DOM nodes,Nils,high,A use-after-free vulnerability can occur when script uses mutation events to move DOM nodes between documents resulting in the old document that held the node being freed but the node still having a pointer referencing it. This results in a potentially exploitable crash.,[1464784]
61,['CVE-2018-12365'],2018-15,Compromised IPC child process can list local filenames,Alex Gaynor,moderate,A compromised IPC child process can escape the content sandbox and list the names of arbitrary files on the file system without user consent or interaction. This could result in exposure of private local files.,[1459206]
61,['CVE-2018-5156'],2018-15,Media recorder segmentation fault when track type is changed during capture,Nils,high,A vulnerability can occur when capturing a media stream when the media source type is changed as the capture is occuring. This can result in stream data being cast to the wrong type causing a potentially exploitable crash.,[1453127]
61,['CVE-2018-12362'],2018-15,Integer overflow in SSSE3 scaler,F. Alonso (revskills),high,An integer overflow can occur during graphics operations done by the Supplemental Streaming SIMD Extensions 3 (SSSE3) scaler resulting in a potentially exploitable crash.,[1452375]
61,['CVE-2018-12358'],2018-15,Same-origin bypass using service worker and redirection,Ben Kelly,high,Service workers can use redirection to avoid the tainting of cross-origin resources in some instances allowing a malicious site to read responses which are supposed to be opaque.,[1467852]
61,['CVE-2018-12361'],2018-15,Integer overflow in SwizzleData,R at Zero Day LLC,critical,An integer overflow can occur in the SwizzleData code while calculating buffer sizes. The overflowed value is used for subsequent graphics computations when their inputs are not sanitized which results in a potentially exploitable crash.,[1463244]
